 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
12661680;Los destellos;;1;0;;;2025-03-07 00:00:00.0;2025-03-07 23:59:00.0;18:30;Película del ciclo de actuaciones por el 8M.   La vida de Isabel da un inesperado giro el día en que su hija Madalen le pide que visite regularmente a Ramón, que se encuentra enfermo. Tras quince años alejada de su exmarido, un hombre al que ve como a un desconocido pese a que fueron familia durante años, en Isabel comienzan a reavivarse resentimientos que creía superados.  Dirección: Pilar Palomero  Edad recomendada: Para mayores de 8 años  Duración: 101 minutos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68e133d971394910VgnVCM1000001d4a900aRCRD;Actividades en la Junta Municipal de Distrito de Usera;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=683d2d24e6f61910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38ef0a47f441f010VgnVCM2000000c205a0aRCRD;Junta Municipal del Distrito de Usera;1;AVENIDA;RAFAELA YBARRA;41;USERA;PRADOLONGO;28026;439660;4470442;403.823.867.401.053;-3.710.861.696.949.640;/contenido/actividades/CineActividadesAudiovisuales;
12518846;Los gigantes de la montaña;Entrada general - 18 euros Martes y Miércoles - 14 euros (día del espectador) Tarifa reducida: 15 euros (Todos los días): Aplicable a Carné joven, mayores de 65, familia numerosa, discapacidad y acompañante, desempleados y carnet de bibliotecas municipales de Madrid.  Otros: Amigos TFG - 13 euros Grupos (+ de 20) - 13,50 euros Personas con movilidad reducida y acompañantes - 13 euros Abonos 3 espectáculos - 13 euros  Reservas de grupos y Amigos TFG.  Contacto y reservas: amigos@teatrofernangomez.com y grupos@teatrofernangomez.com. Tlfonos: 913184733 /734  Este espectáculo está acogido al Joven Bono Cultural. Si tienes entre 16 y 26 años, apúntate AQUÍ al JOBO y ven gratis (De martes a viernes incluidos).;0;1;M,X,J,V,S,D;;2025-01-21 00:00:00.0;2025-03-02 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ffeb0f8cebe1910VgnVCM1000001d4a900aRCRD;Los gigantes de la montaña;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=140fb0f8cebe1910VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD;Fernán Gómez Centro Cultural de la Villa;1,6;PLAZA;COLON;4;SALAMANCA;RECOLETOS;28001;441472;4475155;404.249.721.516.942;-3.689.948.085.098.790;/contenido/actividades/ProgramacionDestacadaAgendaCultura;
12667114;Los grandes momentos de los Óscar;;1;0;;;2025-02-20 00:00:00.0;2025-02-20 23:59:00.0;18:30;Conferencia a cargo de Guillermo Balmori. Los grandes momentos de los Oscar es una charla visual con vídeos y fotos en la cual se proyectan y comentan momentos inolvidables de la ceremonia de los premios Oscar a lo largo de sus 96 años de existencia. Premiados, nominados, olvidados, presentadores, alfombras rojas, números musicales, momentos tensos, fallos... Los Premios de la Academia han dejado para la posteridad un apetecible ramillete de grandes momentos que veremos en esta charla conducida por el historiador de cine Guillermo Balmori. Duración: 60 minutos. Edad recomendada: todos los públicos.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45a2d654e4894910VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural José de Espronceda;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ba4173467aeb810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural José de Espronceda (Tetuán);1;CALLE;ALMANSA;9;TETUAN;BELLAS VISTAS;28039;440258;4477792;4.044.864.332.758.770;-3.704.513.191.828.790;/contenido/actividades/ConferenciasColoquios;
12689410;Los límites de la levedad;;1;0;;;2025-02-26 00:00:00.0;2025-02-26 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74a40c3d9a405910VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro);1,6;PASEO;FERNÁN NÚÑEZ;24;RETIRO;LOS JERONIMOS;28009;442345;4474221;404.166.091.081.099;-36.795.930.368.034.800;/contenido/actividades/ConferenciasColoquios;
12629475;Los más pequeños también plantamos;;1;0;;;2025-03-16 00:00:00.0;2025-03-16 23:59:00.0;11:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c93d5a33ba4e3910VgnVCM1000001d4a900aRCRD;Los más pequeños también plantamos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea63ef951fa33810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD;Centro de Información y Educación Ambiental de El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;4.040.943.503.279.110;-36.861.797.800.993.200;;/usuario/Niños,/usuario/Familias
12629474;Los más pequeños también plantamos;;1;0;;;2025-02-23 00:00:00.0;2025-02-23 23:59:00.0;11:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f1d5a33ba4e3910VgnVCM1000001d4a900aRCRD;Los más pequeños también plantamos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea63ef951fa33810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD;Centro de Información y Educación Ambiental de El Huerto de El Retiro;1;PASEO;FERNAN NUÑEZ;2;RETIRO;LOS JERONIMOS;28009;441779;4473428;4.040.943.503.279.110;-36.861.797.800.993.200;;/usuario/Niños,/usuario/Familias
12680241;Los payasos desastre;;1;0;;;2025-02-23 00:00:00.0;2025-02-23 23:59:00.0;18:00;Compañía Elástica. A partir de 3 años. Pepo y Pipa son los payasos más desastre que te puedas imaginar. El artista que iba a actuar no puede venir y no les queda más remedio que salvar la función, a través de divertidas situaciones de las que tendrán que salir a con ayuda del ingenio, la magia y como no, del público.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6f51105afad4910VgnVCM2000001f4a900aRCRD;Actividades en el Centro Cultural Carril del Conde;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dc76ed8d8a75610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD;Centro Cultural Carril del Conde (Hortaleza);1;CALLE;CARRIL DEL CONDE;57;HORTALEZA;CANILLAS;28043;444520;4479119;4.046.089.499.555.310;-3.654.366.821.391.540;/contenido/actividades/CircoMagia;/usuario/Niños
12518134;Los procesos creativos;;0;1;M,X,J,V;;2025-05-26 00:00:00.0;2025-05-30 23:59:00.0;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9519f45bf9e1910VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=835295423e700910VgnVCM2000001f4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;1,6;PASEO;CHOPERA;14;ARGANZUELA;CHOPERA;28045;440828;4471551;4.039.245.798.191.530;-36.972.067.902.718.800;/contenido/actividades/CursosTalleres;
12678874;Los relojes de sol domésticos de la Ermita Santa María la Antigua;;1;0;;;2025-02-28 00:00:00.0;2025-02-28 23:59:00.0;19:30;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2294e2da126d4910VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal La Chata (Carabanchel);1,6;CALLE;GENERAL RICARDOS;252;CARABANCHEL;VISTA ALEGRE;28025;437014;4470566;4.038.330.593.504.340;-37.420.633.861.175.700;/contenido/actividades/ConferenciasColoquios;
12686895;Los Rosales. Pasacalles Entierro de la Sardina;;1;0;;;2025-03-05 00:00:00.0;2025-03-05 23:59:00.0;17:30;Actividades (Asociación de Vecinos Los Rosales):     17:30 a 19:00 horas: Pasacalles Entierro de la Sardina. Recorrido: Avenida de Los Rosales c/v a Matachel, Avenida los Rosales, C/Concepción de la Oliva, C/ Eduardo Maristaní, C/ Vicente Carballal, C/ Miguel Solas, C/ Níquel, Avenida de los Rosales, C/ Concepción de la Oliva. El acto finaliza junto al Centro de Mayores de la Platanera. Por la Charanga New Embolokaos.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c11abe426bef4910VgnVCM1000001d4a900aRCRD;Carnaval en Villaverde;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ead399dafbd4910VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;;;/contenido/actividades/DanzaBaile;
12693340;Los secretos de los cuentos;;1;0;;;2025-03-02 00:00:00.0;2025-03-02 23:59:00.0;12:00;Pingui Actua.    Edad recomendada a partir de 6 años.   Los secretos de los cuentos, es un espectáculo donde los personajes de las historias viven unas aventuras que los van a llevar a vivir situaciones locas e increíbles que les van a cambiar la vida. El espectador disfrutará de unos cuentos cargados de valores que les enseñará a los niños que los libros son algo más que una simple historia.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d5a2c84ecd15910VgnVCM2000001f4a900aRCRD;Actividades en el Centro Cultural Ciudad Pegaso;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f75970db6da41910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD;Centro Cultural Ciudad Pegaso (San Blas - Canillejas);1;AVENIDA;SEPTIMA;11;SAN BLAS-CANILLEJAS;REJAS;28022;449281;4477704;4.044.844.757.572.010;-3.598.099.871.155.590;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños,/usuario/Familias
12234105;Los Secretos del Capricho: público familiar;;1;0;;;2025-03-01 00:00:00.0;2025-03-01 23:59:00.0;10:30;Itinerario guiado por el espacio verde madrileño de la mano de un educador ambiental. Identificaremos los caprichos de la Duquesa, así como algunas de las especies vegetales con conforman el espacio. Actividad dirigida a público familiar.  Duración estimada: de 10:00 a 13:00 horas.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bca9ad065bac810VgnVCM1000001d4a900aRCRD;Jardín El Capricho;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a82cf426faac810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;;;;
12668983;Los secretos escondidos en los cuentos;;1;0;;;2025-02-23 00:00:00.0;2025-02-23 23:59:00.0;12:30;A cargo de PINGÜI  Cuando un Autor o Autora escribe un libro, deja siempre escondido en su interior un mensaje secreto. Las estanterías de las bibliotecas están llenas de secretos. ¿QUIERES CONOCERLOS? Vamos a ver qué aprende la jirafa Timotea, o que descubre el oso Urko, o por qué las liebres duermen con un ojo abierto y otro cerrado. ¡Ven! No te lo pierdas. Te esperamos.    Edad recomendada: A partir de 3 años Duración: 60 minutos;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0266f3687f7a4910VgnVCM2000001f4a900aRCRD;Actividades en el Centro Sociocultural García Lorca;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6951f36edd371910VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural García Lorca (Carabanchel);1;CALLE;EUGENIA DE MONTIJO;105;CARABANCHEL;BUENAVISTA;28044;436243;4469562;40.374.208.184.505;-37.510.283.910.283.800;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños
12687545;Los soñadores;;1;0;;;2025-03-02 00:00:00.0;2025-03-02 23:59:00.0;12:00;Música Carnaval. La comparsa de Rafi. Esta comparsa de Carnaval presenta su espectáculo, que tiene como objetivo hacerte soñar. Soñar, con las ilusiones de la primera vez y con los nervios del debut. Con todos vosotros..   Edad recomendada: público adulto;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=693391bed4ff4910VgnVCM1000001d4a900aRCRD;Carnaval en Retiro;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b35c8a94982b810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdbeb77bb6884610VgnVCM1000001d4a900aRCRD;Plaza de Daoíz y Velarde;1;PLAZA;DAOIZ Y VELARDE;2;RETIRO;PACIFICO;28007;442527;4472618;40.402.190.438.836.800;-36.772.826.298.329.000;/contenido/actividades/FiestasCarnavales;
